gene	EPI_E5	PE_E5	EPI_E6	PE_E6	EPI_E7	PE_E7
CARD10	6.1	3.7	5.8	1.8	0.8	3.4
RNF115	36.5	24.7	25.2	15.7	16.1	27.6
RIF1	22.5	15.1	20.9	17	23.5	13.3
TRIM32	4.3	11.2	5.2	9.1	6.7	10.8
HUS1	57.2	47.6	79.8	37.2	54.9	35.1
JUND	15.7	7.9	14.2	6	14.2	18.6
TMEM259	18.3	8.8	21.6	9.5	12.3	18.2
MYCN	69.4	45.3	50.7	24.6	45.9	30.5
CIB2	10.1	4.8	8.9	3.5	2.9	8.3
TBC1D23	62.3	55.6	50.2	32.3	46.4	22.3
EPN1	11.9	6.2	16.2	5.8	8.3	15.7
ARFGEF1	30.6	21	19	9.8	14.8	10.1
RAB11B	17	10.9	32.1	7.9	17.9	31.5
ACSS2	9.7	22.1	16.3	10.3	4.6	13.1
CERS6	0.6	1.7	0.7	2.1	0.5	3.7
VGF	0.9	0.2	1.8	0.1	0.8	0.4
MBOAT4	0	0.1	0	0.6	0.2	1.9
TUBA1A	10	7.2	19.1	8.5	16.2	6.4
IRF2BPL	7.5	4.5	18.1	7.6	7.6	3.9
OGFR	4.8	1.8	7.7	2.8	2.5	5.8
PLP1	0.9	0	2.2	0.7	2.4	0.5
MYOF	9.8	15.6	9	22.9	10.2	17.2
HHEX	3.9	2	0.8	0.4	1.3	4.6
TSHZ3	0.6	0	1.4	0.2	0.6	0.2
ETV5	5.9	4.8	7.9	2.9	7	3.7
MAP2K6	5.8	16.9	4.7	15.2	3.8	8.6
BCAR3	1.7	6.5	4.2	9.8	4.7	9.8
CTBP2	18.5	10.4	24.4	13.6	14.6	10.2
ARRB1	13.9	7.1	14.2	5.3	11.3	9
MOBP	0.3	0.8	0.4	0.3	0.2	0.8
CTSH	6.5	12.2	11.8	37.8	13.2	8.7
ARHGAP33	0.3	0.2	1.9	0.2	2	0.4
AKAP13	4.3	5.7	3.4	8.8	6.8	9.9
ODAM	0.9	3.4	8.6	40.1	26.5	33.4
PARP9	3.4	2.3	1.4	0	1.8	0.4
CCDC85B	11.1	6.9	25.2	5.6	10.6	21.2
SEMA6D	2	4.1	2.9	6.6	2.6	6.1
GNAI2	43.1	28.9	51.1	18.1	18.1	14.9
TMEM106A	2.6	0.3	1.2	0.2	0.7	0.5
ANXA6	21.3	37.8	57.7	88	54.1	27.3
JAZF1	1.8	0.8	4.5	1.4	2.6	0.7
C14orf80	12.5	4.9	8.4	2.5	3.8	7.1
A4GALT	94.1	69.8	101.9	44.3	68.2	44.1
ANKK1	1.6	0.1	1.3	1.3	1.7	0.1
C1orf122	64.6	38.7	85.8	26.3	35.5	53.3
NAALAD2	1.7	4.2	4.5	17	3.4	4.2
TMEM86A	6.2	13.6	8.7	2.4	1.5	3
FAM69B	17.2	12.4	21.6	7.5	7.4	15.2
UBE2S	7.8	6.1	16.5	3.9	5.4	13.5
PCDH1	14.4	20	27.3	12.1	10.4	4.4
SF3A2	35.1	21.3	53.7	14.1	21.7	35.4
KLF11	7.3	7.1	8.5	2.8	3.9	2
BAMBI	88.3	98.9	128.3	66.8	24.3	101.8
EIF3K	1211.4	1064.1	1163.8	704.3	848.9	631.1
SUSD3	4.7	14	12.9	7.2	4	16.8
MKRN1	95.4	73.6	105	26.6	40.6	32.5
ARHGEF15	0.7	2.4	1.6	0.8	0.5	1.9
PPM1E	1.8	0.2	0.8	0.2	0.2	0.9
ADAMTS12	0.6	0.6	2.1	0.8	2.9	0.2
MGAT4B	9.2	4	7.4	2.4	2.8	5.3
LPIN1	55.3	40.8	32.6	19.1	21.5	11.3
L1TD1	178.7	145.2	143.1	82.9	158.1	108.1
PODXL	2.6	5	6.2	5.6	5.8	18.4
ETHE1	142.8	115.2	84.1	34.3	54.3	35.5
PMEPA1	0.6	0.1	5.9	0.5	5.1	1.5
CYB561	13.7	9	12.2	5	14.4	7.6
MT1A	2.4	1.1	4.6	0.7	14.4	2.3
MOB2	16.6	7.7	30.3	5.8	14	22.5
CENPE	10.9	18.7	9.1	16.7	12.2	21.6
C6orf1	19.4	10	22.2	9.9	29.6	17.8
PLOD1	11.2	36	43.1	40.3	20.3	52.8
CYP2E1	21.7	17.2	10.6	3.2	9.5	3.9
SERPINE1	12.9	6	9.6	3.4	16.2	8.9
APOA2	72.8	113.3	92.5	116.5	28.9	113.1
ANKMY2	5.7	9.9	6.6	16.3	14.6	24.7
CTSV	77.2	114.2	93.6	225	194.8	293
CNN3	145.8	262.4	151.4	235.5	104.7	198.3
EXPH5	1.7	2.5	3.2	9.3	4.4	6.5
LRRC47	63.1	43.8	46.8	22.6	32.1	24.6
CENPJ	16.8	8.8	16	7.1	8.9	5.8
MT1G	482	229.5	95.4	33.8	340.5	83.4
PDPN	12.6	42.1	49.9	69.5	33.3	84.9
KLF6	16.7	29.4	20.2	21.4	18.8	45.6
TCF7L2	5.5	9.3	10.8	23	22.1	31.8
LINC00337	9.9	4.6	7.8	2.8	7.5	4.9
GNA11	21.5	11	12.5	7.9	6.3	9.7
KLB	0.4	1.8	0.7	1.5	0.6	2.9
FGFR3	22.6	8.5	14.1	7.2	7.6	5
RDX	31	46.5	29.8	50.5	34.4	59.7
SMG1P7	10.8	6.4	3.3	2.2	1.3	2.7
BIK	43.3	14.1	30	45.6	41.4	24.3
PINK1	19.8	23.1	55.8	4.8	11.7	4.8
PYCARD	10.6	2.7	35.6	3.7	10.7	7.2
TTYH3	2.1	0.7	1.6	0.9	2.9	1.2
BBC3	20.7	11.2	16.6	4.8	8.7	4.9
HEBP1	7	11.4	7.4	11.6	7	21.5
MGLL	2.6	2.1	15.8	4.9	14.2	5
CDH3	3.8	4.1	17.3	4.4	16	3.4
CRYGB	1	3.7	9.1	1.7	10.6	2.8
FAM84B	21.3	15.4	17	9	11	6.4
DLG3	36.3	22.8	23.3	12.5	8.7	4.5
PGM2L1	10.7	4.8	6	4.9	4.8	3
HSD17B2	1.5	0.6	5	1.5	0	3.8
PFKP	241.8	170.8	182.3	137.2	222.4	161.2
CXXC5	10.2	2.9	10.3	1.1	3.7	1.7
TRIM52-AS1	17.4	8.6	5.2	2.2	3.2	6.1
TF	1.8	0.3	1.5	0.9	0.6	0
UGDH	8.3	17.5	17	29.4	14.8	27.9
APOE	84.7	96.4	405.3	55	97.4	150.4
CPN1	0.7	1.9	4.7	9.3	0.8	13.2
NFKBIA	206.4	172.6	132.2	47.6	114.8	80.6
SPTSSA	65.6	41.6	68.6	54.4	35.1	48.3
HNF1A-AS1	0.7	2.1	1	1.4	0	1.7
RBBP9	8.8	5.7	5.3	2.5	5.4	3
NDRG2	11.1	23.9	13	15.8	3.8	14.6
C3AR1	0.1	0	0.3	0	0	0.7
NRG1	3.8	3.3	4.2	0.6	5.4	0.5
UACA	105.1	148	88.1	70.3	43.2	100.8
FAM46A	3.4	3.3	2.7	11	9.4	24.1
FAM151A	438.6	312.1	555.3	69.2	126.1	100.5
KLK13	17.7	13.2	16	2.2	6.8	1.6
PPT1	60.6	92.9	113.9	295.4	103	81.6
BHMT	13.6	8.9	8	3.4	1	2.4
LZTS1	1.6	3.7	5.5	1.4	5.1	2.5
LINC00086	2.4	1.7	1.1	0.1	0.6	0
CA4	18.3	28.2	19.1	10.5	2.7	12.6
PCSK9	2.7	1.2	2.5	0.6	2.4	1
ITM2C	127	102.9	153.2	23.3	62	39.3
ACTC1	0.2	0	0.3	4.6	2.9	2.4
PTHLH	3.3	7.5	2.6	0.1	0.1	0.2
SYK	5.2	1.9	4.4	1.2	1.9	0.9
GPD1L	3.4	5.2	2	5.2	3	6.2
B3GNT8	0.1	0	0	0.6	0	0.8
DLGAP3	6.1	3.4	5	0.2	0.9	0.7
GRM4	0.3	0.6	1.6	0.3	2.5	0.2
KALRN	1.7	2.9	1.9	4.1	3.7	7.8
MDFI	11.7	3.4	38.7	5.1	22.8	21.2
CHDH	7.6	3.8	3.4	1.8	1.6	4
MRAS	0.8	0.3	1.4	1.2	3.9	0.6
ACSL1	0.2	1.5	0.7	2.8	3.3	10.5
CD48	1.2	4.4	3.7	0.2	12.2	2
PXDN	2.6	6.8	11	6.8	10	12.4
KLRG2	48.2	29.1	59.1	8.2	26.7	26.5
PHLDA1	17	33	13.3	5.2	11.3	16.1
PLA2G12B	3.6	1.7	3.9	1.2	0	4.1
MDGA2	0.1	0	2.3	0.9	2.3	0.6
CDCA7L	3.2	3.8	15.1	4	20.3	2.9
OAT	80.9	131.7	110.7	101	120.4	58.3
LOC400043	13.3	18.2	3.3	7.2	0.7	13.5
IGFBP6	1	4	1.9	0.9	2.1	6.6
PTPRU	21.1	13.4	20	12.6	17.4	10.3
ALDH2	106.6	170.5	129.8	105.5	78	133.2
RAB37	0.8	0.2	1.2	0.2	0.4	0.1
PYCARDOS	0.8	0.4	1.9	1.4	0.9	0.1
SPZ1	0.8	0.2	1.7	0.2	0.6	0
SLC7A8	121.2	194.2	164.6	370.8	277.1	408
ZNF358	1.3	0.2	2.4	0.3	0.3	0.6
ZCCHC24	0.6	0.1	0.1	2.6	0.3	2
ABTB1	2.1	0.8	3.4	1.1	5.3	1.8
DAPK1	6.8	7.6	10.7	2.4	7.8	3.2
NOVA1	37.9	19.3	3.2	1.7	5.8	10.6
FGFR2	22.6	32.3	20.2	16.6	10.3	23.8
ADORA2B	22.8	18.7	14.8	7.8	15.2	3.8
PPAN	24.2	11.2	27.8	9	22	38.3
FGF11	0.5	0	0.2	0.8	3.7	0.6
DEGS1	50.4	106.8	75.4	111	65.7	96.9
AUTS2	2.3	1	2.3	0.8	1.6	0.8
CASP10	2.1	4.1	2.7	0.7	2.5	1.1
CREB3L3	0.8	0.8	0.4	2.6	0.1	3.5
SHD	2.9	2.1	7.9	2	4.1	0.5
CD59	4.8	7.2	7.2	12.9	8.3	13.5
FXYD5	12.8	9.2	77.2	32.3	162	61.3
ROBO3	0.5	0.2	0.5	0.1	0.7	0.2
C1R	6.2	1.8	1.3	0.2	1.2	0.1
TOX	0.1	0	0.1	0.3	0.3	0
KLHL3	2.7	2	2.6	0.2	2.6	0.2
SPRED2	15.1	11.6	21.6	9.5	14	11.2
HLCS	1.2	2.4	0.8	2.5	1.5	4.2
EPHB4	15.8	9.2	34.6	12.2	24.4	19.9
GCM1	43.8	17	22.4	76.2	191.5	204.5
EPHX3	6.5	5.5	18.3	6.1	24.2	5.8
MARCH6	7	10.2	8.5	19.7	10.3	15.5
SOX30	0.3	0	0.1	0	0.2	0
MT2A	166.9	69.2	28.6	14.5	90.3	22.8
SBSPON	0.3	0.9	0.6	5	2.5	9.6
PSEN2	1.7	1.3	13.6	2.7	8.6	2.1
TSPAN13	161	141.4	105.7	69.2	67.1	32.8
CNTLN	2.6	1	2.4	1.3	2.3	1
CD70	4.2	3.3	15.9	1.6	20.2	2.6
SERPINE2	12	11.8	19.1	43.3	19.7	86.6
SLCO4C1	6.4	3.6	6.7	4.9	4.9	2
RCBTB1	54.2	45.6	32.6	15.2	12.5	14.1
EFHD2	20.9	10.6	24.8	7.4	11.4	9.1
PHKA1	23	14.3	27.3	12.7	8.9	7.1
MCL1	88.1	67.9	98.3	49.6	87.7	68.9
CENPV	60.2	36.1	44.9	25.4	24.8	42.8
NOL4L	3.3	1.7	2.6	0.9	1.2	0.3
DDX26B	3.6	1.7	2	0.7	1.9	0.5
HCLS1	27.4	17.9	17.6	6	9.9	5.1
FOXO3	1.5	0.9	2.1	0.8	1.5	0.6
TBC1D12	0.8	2	1.2	2.6	1.5	3.9
SEPT3	0.2	0	0	0.2	0	0.9
PNRC1	52.7	36.5	15.8	6.2	7.9	11.1
CACNB3	19.2	14.1	13.3	3.7	9.6	6
MLN	12.9	4.5	10.4	1.7	1.6	0
FKBP8	9.8	6.6	31.6	5.4	8.7	12.3
DFNB31	1.3	1.1	2.5	0.1	1	0.3
METTL9	23.8	18.8	25.6	18	20.8	38.5
C5orf30	1.1	0.4	1.3	6.7	11	15.9
CERS4	5.6	9.7	27.1	18.3	20.1	7.2
SKIDA1	2.6	1.6	1.2	2.2	1.7	2.9
YIPF4	117.8	99.6	78.8	57.3	53	34.5
MT1E	57.5	16.5	7.7	2.1	24.9	7.4
PABPN1	1.8	0.7	4.7	1.1	1.3	2.4
HOMER2	12.1	7.8	17.5	5	7.7	4.6
BAZ1A	11.1	8.1	7.2	12.5	7.1	11.4
CLTB	79.1	54.5	72.4	35.8	23.9	60
PTPRR	0.3	0	0.2	0.6	1.2	0
SCRN1	8.7	4.2	5.7	2.3	5.6	4
FOXA2	1.6	8.4	2.7	9.5	4.6	9.6
CCR7	1.1	4	4.5	43.5	130.1	104.9
C5orf66	1.9	0.5	0.7	1.6	0.6	2.1
ANP32A-IT1	1.6	0.3	0.6	1.6	0.3	1.7
MT1H	226.9	92.8	31.2	11.9	146.3	23.4
CCDC88A	2.5	1.8	2.6	1.9	2.4	1.1
FNDC4	7.7	8.4	38.9	12	2.4	14.4
FAM219A	1.9	0.8	2.7	4	4.9	9.4
BMP2	32.6	44	12.7	29.9	2.3	28.1
TP53	10.1	7.4	14.6	7.8	18.4	8
IL10RB	4.2	10.5	6.7	9.8	5.3	9.1
RBPMS2	80	59.4	99.4	27	51.2	45.2
ANKRD20A11P	2.1	0.1	0.1	0.1	1.1	0.2
BAIAP2L2	7.5	3	1.4	0.7	0.6	0
RPS2	227.9	146.1	300.9	140.8	173.1	213.2
ADPRH	0.2	0	0	0.3	0.3	1.3
SOX4	105.1	62	129.1	129.9	140.9	84.5
RTP3	41	31.4	39.4	11.7	36.3	11.6
RHOBTB3	4.7	7.7	2.1	3.3	1.2	4.9
GIGYF1	12.6	7.1	19	9.9	13.2	9.2
NPTX2	0.4	0	0.1	0	0.2	0.1
DACT1	2.8	2.3	6.7	2.5	6.9	1.9
MRPS26	344	274	295.6	144.9	253.1	212.8
FRK	0	0.6	0.2	0.4	0.1	0.9
RASSF2	1.8	1	2.1	3.5	3.2	1.2
NFKB2	34.2	25.5	35.2	7.9	13.5	13.3
AP1S3	0.5	1.2	0.2	2.5	0.9	2.2
IPMK	5.3	3.8	4.4	2.2	3.1	1.8
EPPK1	14.6	11.4	12	3.3	11.8	3.9
BCAT2	15.3	25.4	12.6	27.3	13.6	21.9
PRORSD1P	4.4	2.4	3.2	0.8	3.5	1
ARHGAP1	36.6	27.4	45.8	27	30.4	18.7
CCER2	0.1	0.1	0	0.3	0	0.3
AGPAT3	2.9	1.1	1.2	0.2	0.2	0.3
LGALS4	8.2	4	6.9	1.6	1.2	0.1
OTUD5	28.1	14.4	25	14	12.9	15.3
FOSL2	2.3	4.5	2.4	1.8	1.4	5
HOXB1	1.8	0	0.9	0.3	0.1	0
STAMBPL1	0	0.6	0.5	3.1	0.3	2.6
TWIST1	2.3	9.9	3.3	2.2	1.5	2.5
SLC44A1	3.8	2.9	5.7	4.3	3.7	5
STAT3	41.2	33	26.3	15.5	29.5	20.3
PLIN3	61.9	67.6	95.3	56.2	115.1	45.9
PSRC1	92.1	87.4	100.9	28.3	55.8	30.5
WARS	368	241.3	225.4	158.6	181.7	150.8
C10orf54	0.2	0	0	0.4	0.7	2.5
SULT1A1	5.5	4.8	7.1	0.9	5.9	1.5
CTRL	1.9	5.9	4.4	8.7	11.5	6.6
LAMP2	28	45.8	50.3	114.8	35	49.7
MYB	1.1	0.4	1.3	0.3	1.1	0.5
NEAT1	7.7	4.5	4.7	5.3	3.4	9.4
PDCL3P4	16.5	9.6	16.2	4.7	6.9	2.9
MSLN	0.7	0.1	1.2	0	0.8	0.3
PTPN12	27.3	21.9	33.6	17.7	26.8	22
PPFIBP2	20.1	39.5	24.3	38.9	21.3	31.5
APOL4	0.2	0	0.3	1.1	0.2	0
TCF7	9.9	5.3	9.7	4.9	7	4.3
ZNF710	2.6	0.6	1.6	0.5	1.5	0.9
ESYT3	0.1	0	1.4	0.1	1.4	0.3
C2CD5	3.8	2.7	9	4.4	4.3	1.8
RBM8A	75.8	56.9	69	53.3	67.1	46.7
ABI3	0.4	2.2	1.4	0.2	0	0.2
PAPSS1	14.5	24.7	19	27.2	17.6	34.3
NPDC1	3.7	0.7	4.9	0.5	0.6	1.2
MARC2	0.2	0	0	2.6	2.2	2.7
FBLN2	0.1	0.8	0.3	1.4	1.2	2.1
CRIP1	869.9	700.5	1003.6	571.3	559.8	398.4
H2AFX	58	34	58.3	22.2	47.3	65.5
NTF3	0.6	0	3.7	0.4	1.1	2.3
PSTPIP1	0.8	0	0	0.1	0.2	0
LINC00907	0.1	0.3	0	0.2	0	0.4
SHISA5	762.1	596.9	512.9	340	385.6	301.8
DNLZ	13.1	6.3	23.4	5	6	8
ANKRD9	3.9	1.7	5.4	1.4	2	3.1
GEM	4.2	1.1	1.4	1.3	2.8	0.4
NQO2	107.9	103.7	107.6	35.1	99.8	53
DGKZ	5.7	2.7	7	3.1	7.1	5.7
CGNL1	2.8	1	4.6	0.6	2.8	2.1
FUCA2	15	22	19.3	52.1	26.9	37.7
KCNK6	10.2	5.4	17.7	5.7	6.8	8.3
EXT1	12.2	16.4	8.7	7	6.1	16.2
APAF1	2.2	0.6	1	0.3	1	1.6
CAPZA2	32.9	53.9	36.7	66.9	37.3	59.1
ZNF335	24.9	16.1	30.1	15.5	27.2	17.6
IGF1R	1.9	1.3	1.8	0.8	2.8	1
DAZAP1	30.7	17.8	34.8	18.8	24.1	31.3
KLF4	149.4	97.7	112.5	38	64.4	71.5
AKNA	2.6	2.1	3.4	0.4	1.8	0.4
ZNF675	20.7	14.9	12.4	8.7	18	7.7
STK11	3	1.8	3.1	0.9	2	2.7
TMEM209	10.4	18.5	9.9	19.3	12.5	8.8
FGG	0.1	0.3	0.4	4.1	0.1	7.3
CYB5D1	5.1	7.5	6.2	15.1	11.3	14.7
ABCC1	1.3	0.4	1.9	0.8	2.3	1.3
APOBR	2.4	0.6	1.6	0	0.1	0.1
HMGN5	8.7	6.1	10.3	6	7.3	2.5
PCBP4	1.9	3.6	2	2.1	1.8	10.1
SDC4	119.8	198.4	138.5	193.2	120.2	174.2
FOXR1	175.5	130.2	101.5	22.7	18.4	16.8
CASC9	3.2	1	2.2	1.9	2.7	0.8
MPC1	35.4	49.8	39.2	62.6	44.6	76.3
C19orf43	94.5	57	81.3	52.2	61.5	109.9
ARHGEF10	0.5	0.4	1.5	0.4	3.6	0.4
POU5F1P4	12.3	11.7	16.7	4.8	12.3	4.9
BCRP3	3.9	3.3	5.4	1	5.5	0.3
MAST4	1.5	0.5	1	0.6	0.8	1.7
CDCP1	1.2	0.8	2.6	1.1	3.2	0.5
GAREM	0.8	2.2	1.9	2.1	0.9	2.7
SCRIB	7.1	3.6	6.1	2.7	3.1	4.1
WLS	4.2	6.6	2.6	8.2	28.9	23.9
SLC6A8	83.6	42.5	41.1	23.2	23.2	17.8
SLC35D1	1.8	2.1	2.2	6.5	2	6.2
ANKS4B	1.4	3	0.8	0.3	0	0.8
PAG1	0.1	0.2	0.2	0.5	0	0.9
TRIM26	19.7	17.4	20.1	9.1	16.7	5.8
CHRNB4	0	0.5	0.3	0.1	0.4	0
CACNA1B	1.8	0.2	0.4	0.1	0.4	0.2
MRPL23	88.7	64.2	112.3	28.3	45.8	64
NEIL2	28.1	16.6	14.8	10.7	10.9	4.6
COLEC12	2.6	4	6.2	9.6	6.5	14
TRIM36	0.2	0	0.5	0	0.3	0.1
PRDX4	277	238.4	335.1	218.1	249.8	152.6
GABBR1	3.7	2.6	6	1	4.1	1.4
AKAP1	49	35	67.2	43.3	45.7	37.1
SLC27A1	1.6	0.4	0.5	0.1	0.1	0.2
PRSS12	3.5	1.3	5	3.5	5.6	1.5
NPY1R	0.1	0.2	0.1	0.1	0.4	0
ARRDC3	11.2	22.2	5.9	21.4	8	12.1
SRSF8	0.9	2.3	1.8	3.4	2.9	5.9
CAPN13	0.5	0.8	0.4	1.1	0	2.7
TMEM37	60.5	78.8	32.5	14.6	13.6	23.3
AGPAT2	104.5	114.2	126.2	64.6	38.8	85.8
MARVELD1	2.8	1.1	1.6	0.6	2.1	0.7
SLFN12	0	0.3	0.1	0.1	0.9	0.2
OIT3	0.8	0	0	0.1	0	0.2
FAM207A	22.1	13	29.5	10.1	10.4	14.3
ABCG2	6.7	13.8	23	54	35.8	32.5
IFITM2	155.8	97.3	107.4	37.9	92.6	52.1
MYOZ1	0.2	0.5	0.3	0.1	0.8	0
MLEC	27.2	22.2	39	17.9	16.3	20.3
SIAH1	43.4	22.9	36.4	16.9	29.7	24.6
PTPN13	0.2	0.1	0.1	0.1	0.2	0
LOC101928103	1.7	0.2	0.9	0.2	1.1	0.1
TRIM29	0	0.6	0.6	0.6	0.3	1
CNNM4	15.9	8.3	8.2	9.1	8.5	4.8
LITAF	0.1	0.7	5	1.6	6	1.9
TMBIM1	189.1	170.7	162.6	69.3	60.7	98.9
DNTTIP1	29.3	18.9	21.3	10.6	17.5	33.7
IL17RB	10.3	5.4	9.7	1.9	3.1	3.9
ATP1B1	147.4	137.5	85.9	189.5	22.4	117.7
HNF4A	16	19.3	10.3	18.6	6.2	26.8
ANKRD65	0	0.3	0.1	0.9	0.5	2.1
ANKRD30BL	10.6	5.9	10.6	2.8	11.3	17.4
MMP24-AS1	11	6.4	14.7	1.9	3.5	3.3
MICB	8.8	7.6	8.5	2.4	12.8	2.5
LGALS12	10.9	29.4	8.6	5.1	1.5	4.8
MSH6	117.9	118.3	103.9	45.4	73.8	40.5
STK40	4.7	1.6	2.9	3.3	4	9.2
CGA	0.1	4	20.9	220.9	2704.9	5077.7
CTDP1	7.4	3.8	10.5	4.4	6.4	6.5
CECR5	31.8	30.3	49.9	18	45.5	19.2
PRCP	41.7	44.3	21.3	35.8	14.9	55.7
CACNA2D2	7.3	5.1	6.7	2.2	3.9	2.6
ZMYM6NB	30.8	19.3	16.1	10.1	8	14.1
EDNRB	0.3	0.7	0.5	5.8	7.7	7.2
CARD14	0.6	0.1	0.1	0.3	0.2	0.7
FOXD3	2.9	1.9	2.4	0.3	1.4	0.4
XBP1	39.1	26.9	116.8	67.1	105.1	142.4
GYG2	2.4	7.4	6.6	3.1	3.9	5
MCC	0.7	0.8	0.3	1.7	0.5	2.6
CEACAM6	23.2	27.6	27.8	12.7	4.6	18
LRP2	6.5	9.9	21.2	42.4	9.4	14.6
PMAIP1	54.8	50.4	59.6	19.4	70.4	26.1
SSU72	382	268.1	265.6	132.9	183.3	234.5
FLJ26850	0.5	0	0	0.1	0.7	0.1
MARK2	8.8	6.1	9.1	5	6.3	10.6
EPHB2	3.2	5.1	4.7	2.9	0.3	1.7
FAM63B	19.9	15.5	18.4	10.8	22.4	16.5
CCNT1	6.8	4.3	4.9	6.9	5.1	6.3
CHD7	5.3	6.5	4.9	11.3	7.1	8.9
UNC5B-AS1	6.9	3.5	3.7	0.2	4.1	0.1
CCNE1	60.3	38.6	52.5	48.7	85.8	167
FLJ32255	0.5	0	0	1.3	0	0.1
ATP6V0C	123.4	83	206.6	95.7	107.5	153.6
POGK	6	4.2	6.1	2.8	5.2	2.6
PREX1	2.8	0.8	2.8	1.9	3.7	2.7
GABRQ	0.5	0.2	1.3	1.8	2.8	0.4
PRR15	0.4	4.5	2.3	0.5	2.6	1
RORA	4.3	1.5	0.9	0.6	1	1.1
MID1	10.3	7	7.1	13.2	20.5	10.3
DCP1A	15.5	20.5	12.6	23.3	18.4	27.2
GAB1	5	3.2	6.3	2.8	6.2	4.6
WSCD1	0.3	0	0.2	0.1	0.2	0
ZBED3-AS1	0.9	0.1	0.7	0.1	1.1	0.2
BEX1	0.8	0.8	0.3	0.8	0.1	7.2
ANXA5	79.3	107.5	146.9	318.7	276.4	367.1
PPDPF	20.1	12.1	39.7	5.1	8.2	10.1
CYP2F1	2.5	1.4	3.7	0.3	0.8	0.2
SHF	2	0.3	2.4	0.5	2.5	1.3
MPC1L	5.4	0.6	0.6	0.3	1.1	0
PTPRG	3.5	1.9	3.5	1.3	2.6	1.7
TPK1	0.6	1.6	1	4.3	3	4.9
NRIP3	45.4	37.7	17.8	9.6	8.4	4.7
DNAJC22	6.3	4.3	11.2	1.9	1.1	6.3
CNTFR	0.4	0.3	0.5	3.6	0	1.8
MGC32805	1.9	0.9	1.5	0.3	0.8	0.4
B3GNT7	71.5	60.8	91.6	37.3	50.7	17.7
PSMG4	51.2	34	33.7	27.2	31.3	19.7
LRCH1	5.3	7.8	5.6	7.1	3.2	6.8
FXN	33.7	24.5	20.9	16.8	24.6	18.1
PVRL1	7.2	4.2	9.5	5.2	8	5.3
SEPT9	16	9.4	20.9	11.3	12.8	17.2
TMSB4X	534.7	572.9	939.4	507.5	1009.1	535.4
MED26	6.2	3.1	5.3	2.5	3.5	5.7
AKT3	2.3	0.7	2	0.8	2.8	1.7
HSD17B3	1.6	4.5	1.6	3.3	0	1.6
MAP2K7	7.4	5	7.2	4.1	3.7	7
SALL2	0.5	0	0.7	0.1	0.4	0
TMEM160	59.9	70.1	201.4	22.1	46.8	57.7
FASTKD3	10.6	13.6	16.3	29.3	24.6	19.4
SLC29A1	66.9	48.5	88.9	63.8	125.7	80.3
FAM26D	0.2	0	0	0.2	0	0.4
TMSB15A	1.6	0.5	0.4	0.1	1.5	0.1
VPS9D1-AS1	11.4	4.3	10.5	3	7.1	6.7
ROR2	0	0.2	0.3	0.9	0.5	3.2
CENPA	48.9	34.3	48.5	12.4	31.8	31.5
ZNF483	0.9	0.4	1.3	1	3.2	1.2
CCDC109B	45.8	30.8	34.9	18.2	34.6	17.4
ARMCX2	2	1.3	2.8	0.8	3	0.1
ACOT11	13.1	7.8	12.3	3	9	7.6
HOXB2	2	0.3	2.1	0.7	3.7	0.9
LRRC2	0.4	0.4	0.9	0.4	2	0.1
AOC4P	1.9	0.1	0.4	0.1	0.2	0
REREP3	1.7	0.3	0.6	0.8	0	1.3
OCA2	2.2	0.6	0.6	0.4	0	0.6
C17orf89	83.4	66.8	94.9	34.2	70.7	95.7
NUDT11	1.2	0.6	2	0.4	1.8	0.6
BCL3	10.4	11.4	19.9	2.7	14.6	8.5
PRNP	11.2	8.3	11.7	8	14	7.5
ABHD12	41.8	30.5	51.6	18.4	39.9	35.1
HBZ	0.1	0.9	1.5	8	1.3	2.4
GPCPD1	25.8	21.6	12.4	7	5.8	3.8
FGF13	8	5.9	10	3.1	6.2	1.7
SC5D	4	9.7	7.3	17.4	12.4	11.9
DIAPH2	1.8	1.4	5.9	2.2	8.1	2.5
YBEY	23.4	13.6	20.9	10.9	16	13.4
IL1RAP	1.3	4.3	1.9	2.1	1.7	2.6
ELAVL1	12	9.2	16.3	8.8	13.4	20.9
PAQR8	1	2.7	1.2	0.2	0.5	0.3
TEAD2	15.8	9	15.2	8	11.3	6
BRI3	21.5	13.1	29.5	15.3	21.1	36.7
SESN3	4	2.5	2.2	1.2	1.9	2
ZNF747	1.7	0.9	1.4	0.2	1.2	1.9
MYBL2	367.1	255.6	270.9	120.8	133.8	147.2
XPR1	1.9	2.7	2.3	5.4	3.3	7.7
PLOD2	20.4	14.8	12.3	9	13.9	8.4
ARHGEF1	5.6	9.8	6.6	4	7.8	5.5
GSDMD	3.3	4.8	2.5	0.4	4.2	0.5
SYT1	0.5	0.1	0.6	0.4	1.1	0.4
GPR176	19	17.3	14.1	3.1	9.6	4.5
ARHGAP26	0.9	0.3	0.8	0.5	1.2	0.4
PCOLCE2	0.7	0.1	1	0.5	2.6	0.5
UNC13D	1.6	1.1	2.4	0.8	3.3	0.8
CORO1A	40.3	32.5	27.8	9.8	19.7	4.2
RRAS2	13.8	9.2	17.6	12.4	13.7	19.2
MDK	442.9	393.2	751.5	346.9	484	286.7
TIMP4	0.7	2.2	5.6	16.8	28.8	21
LYRM9	0.1	0	0	0.1	0.2	0
FBXO44	1.6	0.3	3.5	1.5	1.9	0.6
