gene	TE_E5	TE_E6	TE_E7
PELI1	6.6	6.7	5.7
PDZRN3	0.3	0.2	0.1
STS	13.5	34.4	44.8
PARP16	2.1	1.1	0.7
BRINP1	0.3	0.2	0.2
TGIF1	63.3	66.1	114
ARHGAP18	67.3	73.9	49.9
GAB2	12.2	17.5	21.9
CLEC7A	0.3	0.6	0.7
AKAP1	35.3	28.9	22.3
TMEM106A	0.2	0.1	0.2
PHLDB2	1.1	1.3	2.1
TCF7	6.7	3.3	2.5
ITLN2	4.6	1.6	1.5
STK39	0.3	0.2	0.1
SP8	0.7	0.5	0.6
PLXNB1	1.3	4.3	7.1
ACKR3	9.4	1.5	0.3
TCN2	1.4	0.5	0.5
RAP1GAP2	2	0.8	0.6
PDE4D	0.3	0.8	1.1
LAPTM4A	87.9	111.6	108.9
PTN	37.4	131.9	353
SPZ1	0	0.1	0
ELK3	1.7	0.7	0.9
RHOU	12.4	24.4	28.4
RGS13	16.2	77.6	8.4
MMP15	3.1	0.4	0.7
PGM2	35.6	24.3	15.9
B3GNT2	22.3	49.4	42.3
WDR11-AS1	2.6	0.6	0.1
CHST8	7.2	1.2	0.8
PNP	13.2	53	98.7
TMEM246	0.1	0	0.1
KLF11	7	2.3	1.5
GABRQ	0	0	0.1
PTGFRN	4.7	1.7	0.8
PLEKHG5	0.3	0.1	0.1
MAST2	10.4	5.7	6.2
MYB	0.3	0.1	0
FGD1	1.3	0.6	0.5
POLD4	6.3	3.2	3.3
CHD1L	14.1	11.7	10.5
ZNF318	3.5	2.2	2.1
PROS1	1	1	0.9
HDAC7	1.6	0.9	1
AP1S1	25.8	39.3	78.5
PPME1	38.2	53.8	73.7
OAT	242.5	137.8	57.5
PITX2	1.4	1.6	1.4
PRDX4	189.6	131.6	135.5
VAMP8	413.4	297.8	346.9
ICOSLG	5.3	2.7	2.5
ARFGEF2	6.4	6.3	4.5
GSTA2	0.4	0.1	0
SLC35A5	10.5	8.6	7
PDE4A	0.7	0.3	0.6
KRT18	3553.8	2384.2	2541.2
CABLES1	0.8	0.4	0.5
UNC93A	1.2	0.2	0.2
NTRK3	0.7	0.3	0.1
FGF1	0.2	0	0
SLC35E4	22.7	4.2	2.1
PELI2	0.4	0.1	0.1
AAMDC	69.1	22	13.3
DDB2	10	4.5	7.1
C12orf57	87.1	76.1	112.4
NDUFAB1	1667	1007.7	788.8
DLL3	1.5	1.3	1.5
NRBP1	96.2	77.5	94.9
BRMS1L	12.8	11.1	14.4
UQCRH	1236	1350.2	1240.3
TMCC3	1.6	3.9	3
DOCK3	1.3	0.6	0.4
C1orf186	0.2	0	0.1
PWWP2B	12.6	17.4	21.6
NCBP2	98.8	103.8	99.6
JAK1	5.1	4.6	5
OAS1	0	0.1	0.1
MYO9A	4	2.3	2.2
MIXL1	0.7	0.3	0.5
SSBP2	0.7	0.6	0.2
BFSP1	0.1	0.1	0.1
KIAA1671	2.3	1.1	0.8
WLS	16.1	20.4	31.5
LOC100507002	9.1	0.9	1.5
MAGED2	8.1	3.9	3
CMBL	1	1	0.8
FCGRT	0.5	0.3	0.5
ZNF296	88.2	39.3	25.3
DENND1B	0.4	0.7	0.5
ATL3	8.3	4.7	2.9
KCNH2	0.8	0.4	0.3
GSC	5.3	0.3	0.2
PDGFA	96.2	65.2	53.5
MTM1	2.8	3.6	2.3
FAM46C	3	0.2	0.5
TMEM108	0.8	0.2	0.3
TRIM71	26.2	15	19.1
LRRC41	13.5	17.8	21.2
SOWAHD	0.1	0.2	0.3
GPR19	0.8	1.1	1.5
ZMYM6NB	12	3.6	3.8
SLAIN2	8.3	5.5	5.2
POLD1	27.4	23.8	25.8
GLIPR2	158.7	89.7	43.8
ENTPD1	4.3	5.8	5.6
GDPD1	5.2	3.4	2.4
ZNF18	3.1	1.3	1.1
CCDC28B	1	1.4	1.2
MT1M	3.3	0.4	0
SLC7A11-AS1	0.3	0.3	0.2
GALNT10	14.1	14.4	6.2
CCDC163P	11.4	4.1	4.2
C10orf90	0.4	0	0
CTSH	24.7	39.2	26
PEMT	136.8	50.2	31.4
TCF7L1	32.8	19.1	12.9
LINC00339	4.6	1.7	1
OOEP	90.2	12.1	8.7
CDR2	3.8	3.7	4.4
ENPP2	0.1	0.1	0.1
EPOR	0.5	0.5	1
BCAT2	27.7	34.1	41.6
EML6	0.3	0.2	0.1
TBCB	70.1	71.2	103.6
KRT8	2535.4	1874.7	2393.8
SH3BGRL	0.1	0.1	0.1
TSPAN15	32.3	67.3	65.6
HS6ST1	12.6	3.6	1.8
PLP1	0.2	0.3	0.1
MGC32805	0.4	0.1	0
KCNMB4	1.7	1.7	0.8
LINC00086	0.4	0.1	0
ARHGEF10	0.5	0.4	0.3
GKAP1	5.7	3	1.2
GYLTL1B	68.9	72	56.9
PIPOX	0.2	0.1	0.2
TNFAIP3	0.5	1.9	4.9
HMGN3	16.5	28.3	33.4
FZD8	0.1	0.2	0.1
DVL2	7.6	9	6.7
H2AFY2	3.2	2.1	1
LDHD	2.1	0.6	0.8
MYO18A	0.4	0.4	0.5
SLC1A3	36.7	55.7	59.8
FUCA1	49.2	19.4	13
FMN1	0.2	0.2	0.2
ZNF747	0.5	0.1	0.2
MYD88	2.9	8.3	12.3
TMEM56	8.1	4	2.5
HTT	4	2.5	2.2
LRFN3	0.2	0.1	0.1
ZNF608	0.3	0.3	0.3
ORAI1	25.4	12.1	10.3
ACTN3	0.1	0	0
EMP3	1.1	0.2	0.3
CCL26	1.7	2.8	0.6
PKP3	10.6	27.2	25.3
MED15	33.2	21.2	23.7
KIAA0101	21	78.9	92.8
ZFHX3	5.4	8.8	9.8
HAGLROS	0	0	0
SLC25A38	51.4	35.5	42.9
TMEM37	118.8	17.3	2.2
NR3C1	0.2	0.1	0.1
RAB3B	4.9	5.1	4
KCTD20	5.1	8.7	10.6
RAB27A	1.5	1	1.3
ACE2	46.9	21.9	2
DDX26B	0.4	0.9	0.3
CTSV	168.5	144.3	391.9
PRORSD1P	1.2	1.1	0.6
TMTC3	18.5	37.6	31.2
FAM155A	0.1	0	0
IPMK	2.1	2	1.5
WDR62	4	3.4	4.6
DLGAP1-AS2	4	2	1.2
USP3	4.9	11.2	12
MYCN	38.6	21.4	24.1
CYB561	11	3.6	3.8
GLDC	12.9	15.3	18.8
ZNF486	8	7.5	4.8
PRNP	6.8	6.3	4
MAL	1.3	0.3	0.2
PLA2G10	4.1	1.8	2.8
FGFR2	13.1	4.9	6.1
LAMB1	56	65.5	51
FHL2	60.8	42.9	59.6
GDPD3	11.7	28.4	15.3
SYBU	3.9	10.8	8.1
SOCS2	3.2	3.2	3.5
VCL	14.3	12.9	10
XPNPEP1	26.9	25.3	27.5
SLC38A1	6.3	46.2	81.7
C12orf5	36.7	46.2	42.7
RTN4	17.9	38.3	41.2
SLC11A2	23	39.1	36
RNF214	9.8	7.7	5.5
ZBTB8OS	49.1	49.4	46.5
GALNT11	10.4	38.3	28.7
DGAT2	0.6	0.1	0.1
LPAR2	23.9	18.9	18
HMGCS1	75.3	81	43.1
TDRKH	3.2	2.9	3.9
CDX2	37.9	50.8	18.5
FAM127C	1.1	1	0.9
MTUS2	2.1	3.3	1.7
LPCAT4	20.8	16.2	7.9
DLX6	13.7	8.8	13.3
GAS7	9.3	4.9	3.1
GPNMB	1.5	0.5	0.3
CTTNBP2	3.6	4.7	4.2
ZNF48	3	1.7	1.4
FAM86EP	0.9	0.4	0.3
SLC2A3	129	210.3	237.9
GRHL1	16.6	38.6	47.7
BACE1	1.6	0.7	0.5
MARVELD1	0.9	0.2	0.3
FAM69B	9.3	5.8	6
SLC19A2	12.6	20.9	17.4
ERICH5	2.2	5.5	4.2
PHF1	3.1	2.1	3
SUSD3	2.4	0.4	0.3
CACNB2	4.2	6.6	3.1
F2	0	0.1	0.2
PTPRS	3.6	1.3	0.4
MT1A	1.5	0.5	1.4
FASN	22.2	34.4	34.7
RADIL	0.9	0.2	0.2
KCNK12	0.3	0.1	0.1
ESYT3	0	0.1	0.2
APLP1	0.3	0.1	0
PFKFB3	4.4	2.2	2.5
CD2AP	10.8	12.3	11.2
TMSB10	1008.4	1396.2	3772.5
ABCC1	0.5	0.5	0.7
DRAP1	42.9	23.4	23.1
DUSP6	26.6	43.5	24.9
CEBPZ	64.3	61.9	53.2
PVRL2	62.8	31.5	24.6
MFI2	0.3	0.3	0.2
SEC61G	391.2	394.2	438.8
KIAA1217	2.1	5.2	13.9
FRAS1	0.6	0.8	1.1
GMPR	0.1	0.1	0.1
COL27A1	0.8	0.3	0.2
TRIM22	0.3	0.4	0.7
PCDH15	0.5	0.2	0
SLC7A8	232.1	411.9	382.4
NDUFAF7	26.5	23.3	24.4
HAPLN1	2.6	25.4	39.9
LINC00461	0.3	0	0
UHRF1BP1L	3.7	3.3	3.4
U2AF1L4	22.4	14.8	14.7
CRISPLD2	0.3	0.2	0.6
PSME4	16.4	14.1	15.9
ADAM23	1.2	0.3	0.2
EXT1	4.7	3.3	3.1
CLEC4D	1.5	0.4	0
ZNF827	0.1	0.2	0.1
ABCC4	11.7	11.3	4.8
FAM193B	10	7	7.7
CNP	6.5	3.7	6.4
AIFM2	4.1	2.9	3.1
SHF	0.1	0.4	0.9
COLEC12	10.9	15.3	11.5
CD24	47.2	188.6	251.8
LINC00842	3	2.2	2.4
EGFLAM	6	2.3	1.4
MAP3K3	1.3	0.4	0.6
HENMT1	31.8	24.6	17.4
OAZ2	6.6	21.4	31.4
PRR5	79.4	61.5	70.3
EIF3K	849.2	628.2	607.3
CLDN10	1414.3	384.4	43.5
RCSD1	0.1	0	0
PKP2	22.6	24.6	35.6
HSPB11	93.7	108.2	50.6
SH3GL3	12.7	22.5	24.1
DCTN5	26.6	22.7	21.7
ALDH1A3	0.1	0.1	0.1
PKIB	10.7	28	40.5
LOC102467213	0.7	0.1	0.1
ATP6V0D2	98.6	22	1.8
TMEM220	0.7	0.6	0.4
BDNF	0.3	0.2	0.3
ARHGAP23	3.4	3.1	2.6
LRRC2	0.7	0.3	0.1
PCSK9	0.7	0.5	0.7
RBBP9	3.8	3	2.1
LOC493754	13.8	10	10.9
DNAJC25	10.3	6.3	5.4
LINC00989	0.1	0	0
ABCC10	1.8	2.2	2.5
CLEC4E	0.6	0	0.1
B9D1	10.6	6.9	5.2
IFT43	16.9	7.1	9.6
CST3	25.1	25.3	33.1
SDC2	0.4	0.3	0
KIF1C	5.7	4.2	3.9
SPRED1	0.6	0.8	0.4
AK4	47.9	30.2	10.3
ZNF385A	5.9	10	18.6
SMAGP	87	134.6	199.1
LRIG3	20.8	14.2	7.9
MESDC1	1	1.2	1.2
LFNG	0.7	0.2	0.1
PPOX	1.5	3.5	2.9
CEBPA	36.5	40.1	60.9
GLIS2	1	0.9	1.1
SNAPC3	12.7	9	7.1
TMSB4X	302.5	457.2	808.7
RNF19A	2.7	5.1	4.3
FBXL18	7	7.5	7.9
ANXA6	55.9	121	76.2
LIPE-AS1	0.2	0.1	0.1
FBXL20	11.9	2.8	1.9
SFXN1	41.1	58.8	59.1
NF2	53.7	36.7	17.8
SLC7A7	176	139.1	106.5
NEFH	24.4	19.5	14.5
ZNF729	4	2.1	1.3
CD55	96.6	100.2	97.8
KCNK5	0.5	1.3	0.9
FAM92A1	2.3	2.3	1.7
ZNF451	2.8	4.5	5.3
GPX1	304	155	127.1
MYO1E	4.5	4.1	9
FLOT1	14.1	11.3	12.3
PWARSN	13.1	7.8	5.2
MGST3	71.5	163.5	246
PLAU	3.8	3	2.5
PTGR1	117.2	73.7	39.8
RBPMS2	80.2	34	17.9
ZNF75D	3.9	3	3
AMOTL2	22.4	18.6	36.5
DPF3	5.1	6.6	10.1
TF	0.5	0.2	0
PARD3	19.2	10.7	11.9
LPHN1	2	1.7	1.1
TP63	1.5	4.7	6.6
GOLGA7B	0.5	0	0.1
ACKR2	6.7	11.6	13.8
MTA3	25.7	17.9	18.9
PROC	0.1	0	0
PDLIM1	171.4	197.9	172.9
SLC19A3	5.7	9.4	6.6
KCNJ8	0.1	0.1	0.1
HPSE	1	0.5	0.4
CHST9	0.1	0.1	0
SOCS3	8.5	3.1	5.8
C1QTNF6	17.6	17.3	13
BCL11A	4.7	1.3	0.4
STAT2	2.1	2.5	3.9
NUDT10	0	0	0.1
COG3	12.4	17.2	12.6
ZDHHC9	17.3	9.6	6.8
ARHGAP1	31.3	21.4	15.3
PCP4L1	10.6	2.8	4.1
PTPN5	0.6	0.3	0.5
DTX4	6.8	5.6	8.2
ANXA3	145.6	161.7	132.8
LRRC47	43.3	24.3	17.6
SASH1	3.8	1.6	1.2
N4BP2	10.8	6.9	3.1
EMILIN2	7.4	8.9	10.7
MPZL1	63.1	67.9	78.1
PHACTR1	0.3	0.5	0.6
BFSP2	0	0.1	0
CYP27C1	0.2	0	0.1
CHGA	9.1	1.1	0.7
SEC14L1	4.5	2.6	3.1
MLEC	17.6	15.7	11.7
PERP	46	61	59.1
RAB25	226.6	163.8	98.5
LTBP4	3.4	1.9	1.9
LGALS12	2.3	0.9	1.1
LINC00668	18.5	41	36.2
REEP6	14.8	5	6.1
RNF130	0.9	0.8	0.9
ACSL6	0.8	5.2	1.6
CERS5	79.3	65.4	82.6
TPM4	97.3	159.3	186.1
MAPKAP1	21	14.9	15.4
SRGAP2	2.2	1.6	3.5
RAB42	2.6	1.1	0.9
FKBP11	43.5	34.8	35.1
PEX11A	10.5	12.7	7.9
SLPI	23.8	16.6	13.7
SMAD5	27.8	21.4	20.8
ATP8B1	16.2	12.3	5.9
AMOT	11.3	10.5	7.5
FAM78B	0.1	0.1	0.1
TMEFF2	0	0.2	0.1
NR2F2	6.3	18.9	59.6
ACPP	1.9	2.1	3.6
LOC100507006	0.1	0	0.1
CITED4	38.6	28.1	16.4
SEPT9	4.7	7.1	13
KIAA1598	9.3	20.4	23.3
C9orf89	8.1	7.5	11.9
ABCC13	1.6	0.4	0.1
CASQ1	0.5	1.6	2.6
TSPAN3	16.5	25.6	24.8
UCP2	33.3	16	21.6
CALD1	29.6	28.9	24.4
HOOK1	3.1	4.1	3.8
FUT4	6.4	9.5	7.3
KDM4A	5.7	6.7	7.9
GPRC5A	116.8	69.5	24.4
AGER	32.8	16.6	12.8
WDR11	11.5	7.9	4.3
DACT1	1.8	1.6	1.9
LOC643623	2.7	0.3	0
RAB11FIP1	22.3	43.4	41.4
IL6ST	5	4.3	4.7
MISP	12	9.4	7.7
DUSP7	9	5	2.8
C1orf64	3.2	0.4	0.5
S100A10	751.2	930.3	796.6
LOC728392	0.4	0.1	0.5
LINC00937	0.2	0	0
KIF12	0.8	0.1	0.1
ARL4A	5.5	2.1	1.5
C19orf60	54.4	43.8	35.1
ARHGEF26	9.2	6.5	2.7
GAL	24.2	13.2	14.7
RSF1	6.9	4.4	5
KCNC4	2.5	0.7	0.5
GCM1	9.9	43.4	149.8
PAN2	1.2	0.7	0.6
SPIN4	13.3	15.2	21.5
OLAH	3.5	0.3	0.2
TRPV1	3.1	1.3	1.7
GINS3	42.1	25	18.7
CLDN3	7.4	38.7	56.9
TINCR	9.1	16.1	17.9
UGCG	112.9	52.4	15.6
KIAA1161	3.5	4.4	2.3
MTFR1	9.5	9.5	9.7
SUZ12P1	5.1	2.4	1.9
NDUFA12	408.4	342.1	259
VTCN1	1	5.1	5
PDCL2	14.4	7.6	3
YPEL2	49.9	14.5	9.5
TRIML1	9.1	25.2	25.3
ELOVL4	1.1	1.2	1.3
MIR492	21.4	170.8	288.8
HAND1	43.9	48.7	74.5
SDHAP3	3.8	2.4	1.6
CCNO	1.1	1	0.7
AK5	1.3	0.5	0.8
ATP9B	3.4	2.3	2.3
TIMP1	5.1	1	0.2
ISOC2	59	65	31.1
MYCT1	8	11.3	17.5
TLE1	34.3	42.6	22.6
PRSS41	4	0.6	0.1
IPP	6	3.7	2.6
KLRG2	34.4	18.8	12.2
MGLL	4.6	7.5	5.1
DUSP10	0.9	0.3	0.2
SH3BGRL2	6.7	20.1	21
DBP	1.7	1.2	0.5
PARK2	3.2	0.5	0.1
RMRP	20.2	25.3	7.1
PLS3	63	85.4	86.3
HLA-B	1.5	0.2	0.5
NAGA	33.7	12.6	3
ARMC2	0.5	0.5	0.2
SPINK5	1.2	0.6	0.7
PABPC4	103.6	93.3	58.7
CD81	209.4	111.7	85.4
C1orf233	7	1.8	1.2
WDR44	2.8	3	3
P2RY6	23.4	28.5	49
ATP11B	7	7.6	4.6
HLA-E	28.9	18.8	25.6
HAVCR1	158.7	166.7	91.3
WDR6	6.7	15.2	21.4
STARD10	44.3	54.6	58.2
PDLIM7	35	18.7	18.4
WDHD1	10.8	8.9	8.8
IGFLR1	2.9	2.8	2.9
GRHL3	28.2	9.6	28.3
FAM160A1	1.6	0.7	0.7
SH2D4A	22.3	51.3	61.4
SLC35G3	0.5	0.1	0
LY6E	115.8	115.3	71.4
ABTB2	3.7	2.7	3.5
FUCA2	28.2	43.9	52.3
NPC2	313.7	372.5	297.3
CAB39	9.8	11.2	10.1
CADM1	8.3	3.4	10.4
PCSK1	0	0	0
PTPN2	35.6	29.8	28.6
ZNF684	4.1	3.1	2.2
PARN	36.9	29.1	26
ATL2	22.9	23.5	22.2
LRRC49	0.6	0.3	0.1
PGD	116	124.3	129.9
LITAF	0.4	0.7	1.4
PTPN21	4.1	2.8	4.2
LAD1	25.8	21.9	22.5
SLC15A2	3.5	6.8	3.8
CELSR2	0.6	0.8	1.2
GYG2	1.5	1.3	2.1
PAXIP1	7.6	7.4	7.2
TMC6	0.4	1.2	1.4
CRHBP	0.2	0.1	0.2
ZNF826P	6.3	5.3	4.5
PDCD4	160.3	170.1	18.2
TET1	42.9	25.9	20.1
TENM3	0.8	4.1	8.9
TRH	0	0	0.1
ZNF614	3.5	3	3.2
SOCS1	7.4	4	9.7
LPIN1	27.6	15.9	15.4
AKAP12	43.3	23.2	23.1
DSG3	0.3	0.9	0.8
LINC00678	7.7	1.1	3.2
F2RL1	48.4	48.5	48.3
MTMR11	0.3	0.3	0.2
KCNN1	2.1	0.4	0.2
GFPT1	10.3	8.5	9.6
NQO1	31.6	23.5	23.9
MRPL18	343.6	234.2	216.2
ABCB8	21.1	8.3	8.1
TMEM64	6.5	8.2	6
PLEKHG6	0.5	0.6	1.7
RHOBTB1	1.4	9.9	22.9
NUCB1	104	40.3	35.5
TRIQK	0.6	0.5	0.7
HHEX	0.3	0.2	0.3
GRAMD1C	0.6	0.3	0.2
PLCB1	0.7	0.5	0.4
TNK2	4.4	4.6	6.4
CLSTN1	9.7	7.3	5.9
NENF	44.3	66.2	56.4
APOO	23.9	14.3	9.4
SLC46A1	5.6	3.1	2
C6orf132	14	9.9	9.7
VGLL4	29.4	24.6	26.2
NUDT11	0.1	0.4	0.5
IGFBP7-AS1	0.1	0.1	0.1
EPHA1	3	3.2	2.3
NAPRT1	13.2	9.8	5.4
SCD	107.5	247.7	251
HEY1	0.2	0.1	0.7
TXNDC12	91.8	71.7	78.8
GPCPD1	19.3	7.1	2.9
DAG1	59	71.6	61
PRTG	0.9	3	3.9
KIAA1551	25	22.9	17.3
SESTD1	2.3	2.2	2.6
PDP1	4.2	3	2.3
IL17RB	2.3	2.2	2.2
KIAA1804	0.4	0.7	0.2
SUN3	43.8	71.5	75
SOX17	1.9	0.2	0.4
COL6A2	1	0.2	0.2
PARM1	0.8	0.1	0.2
PYY	0.3	0.2	0.1
ACVRL1	0.1	0.2	0.4
ARHGEF16	10.5	6.7	4.7
LAMB3	1.2	2	3.4
LOC100128288	1.2	0.3	0.2
LOC650368	0.7	0.5	0.2
RINL	0.7	1	1.3
RTP1	2.3	1.3	0.5
FTH1	487.8	304.7	485.9
PRKAA2	0.1	1.1	1.7
CSRP2BP	37.4	27.2	34
NLRC4	0.6	0.3	0.2
HDGFRP3	3.6	1.4	1.2
WWC1	9.1	5.6	7.4
GYS1	31.3	36	37.7
LATS2	9.3	7.9	5.7
RNF19B	17.5	10.2	16.9
AGTRAP	35.1	22.8	16.5
CRIP2	1.8	1.3	3.3
UBE2U	1	0.1	0
AICDA	1	0.1	0.2
SKP2	55.9	78.1	71.6
UCA1	3.8	5.5	12.3
VCX3A	3.5	2.1	1.6
MASP2	4.2	4.7	4.9
AGPAT5	7.9	21.5	20.4
KIF9	9.9	4.1	3.8
C10orf10	72	22.5	18.8
OSBPL6	9.7	5.2	3.4
RALGPS2	3.6	1.9	1.5
SOAT1	71.1	59.3	46.5
MACF1	3.4	2.6	2.8
CYP11A1	16.9	61	104.9
KCTD7	1	0.4	0.6
GPR125	2.1	1.8	2
CA12	5.5	37.4	37.3
CAPNS1	51.7	30.4	26.4
SH3KBP1	13.3	20.3	23.9
PRLHR	0	0	0
HTR1D	0	0.1	0.3
DET1	8.3	3.5	2.6
FAM171A1	2.3	0.5	0.5
CALHM2	0.4	0.6	2.1
LOC728743	2.7	0.4	0.5
PTBP2	3	4.1	4.4
LOC101929767	2.8	4.1	4.3
CD48	0.8	0.1	0.2
DIAPH3	18.7	17.9	18
CLPX	37.5	28.6	26.4
FAM63B	13	11.5	12.9
GCGR	0.2	0.1	0
NUAK2	15.6	15.1	27.3
DOCK9	4.6	9.1	13.5
GLA	95.9	150.7	151.3
NCCRP1	1.5	1	4.4
ZFP36L1	13.9	23.1	39.1
TRPM6	4.2	3.9	2.8
SRGAP2D.uid_421	1	0.9	1.3
ZBED3	0.5	0.4	0.1
CD53	190.1	296.1	116.6
ABTB1	0.6	0.7	2.3
FAM132A	3.5	0.9	0.7
LARP7	94.2	70.9	42.9
GEMIN2	30.1	23.3	22.3
SGPP1	7.6	18.5	21
NUDT15	26.1	44.4	45
DES	0.1	0.1	0
INA	5.1	25.4	20.7
HDAC9	0.2	0.1	0
ARSI	0.2	0.1	0
BIRC6	6.8	8.1	7
ESRRG	2.9	2	4.8
TPM2	52.1	23.6	21.9
ZNF649	5.8	3.5	3.2
HRK	0.3	0.2	0.2
JUP	144.3	131.9	168.2
GPR50	0.1	0	0
SNX21	7.7	2.4	1.1
TM4SF1	0.1	0	0
ARHGAP29	3.9	6	8.1
TWF2	85.1	57.9	46.7
EIF4EBP2	13	16.2	14.6
KCNN4	2.1	11.3	17.6
ODC1	363.5	336.4	263.4
HK1	32.6	21	25.2
MAP3K6	0.9	0.4	0.4
CAMK2D	3.1	3.8	2.4
TBL2	11.6	14.7	17.3
RHOBTB2	1.7	5.5	5.4
BST2	0.7	0.1	0.1
ROBO1	0.7	0.4	0.5
KCTD6	8.3	5.7	3.2
TRIOBP	2	2	2.4
ALDOC	4.7	8.6	8.1
ITGA5	1.8	6.8	22.8
TMEM52B	2.5	6.4	8.6
MTOR	12	9.3	8
TRAF3	3.1	4.3	4.3
NTN4	0.5	0.2	0.1
SUCLA2	29.4	32.1	30.6
MTCH1	46.6	45.7	52.1
OCIAD2	0.3	0.8	3.2
CHST11	0.8	0.7	0.3
TMEM171	5.8	10	12.6
XRCC6BP1	9.6	7.8	3.4
GSTM4	2.7	5.5	5.5
LGALS4	5.9	0.6	0.1
MAP1LC3C	2.7	0.2	0.4
RBM8A	52.7	42.5	47.8
LOC441455	0.4	0.3	0.2
RAP1A	9.4	5.3	4.3
RNF8	4.6	5.9	6.9
CASC9	0.8	0.8	0.5
ALAD	78.6	47.6	26.9
C1orf61	18.2	29.4	25.2
UBAP2	43.1	38.4	38.3
MIR6761	7.5	5.9	3.3
WNK3	0.5	0.4	0.4
IGSF3	4.3	3.9	4.2
GFOD1	0.2	0.1	0
PTPN14	5.7	5.6	6.2
LPPR2	1.1	0.8	1.5
SIRT1	5.6	7.4	6.6
GBGT1	2.3	6.9	4.1
DLG2	0.9	2.2	2.8
RAB11FIP4	15.6	18.7	17.4
VIL1	0.3	0.3	0.1
SLC27A3	1.8	1.9	1.2
VSIG2	0.4	0.1	0.1
C1R	0.8	0.1	0
SETD3	62.9	64.3	56.2
ZNF217	4.8	7	5.8
LMO4	14.1	13.4	17.3
CARKD	19	23.3	24.1
PIAS2	5.1	5.3	3.6
PPAPDC1B	2.3	6.4	16.2
GATA4	0.3	0.5	0.7
HMGB3	129.2	57.7	40.2
ECEL1P2	2.9	8.3	7.8
PRDX6	104.8	154.4	201.8
PCSK1N	0.7	0.6	0.6
ACSF2	1.8	1.1	1.4
PRCP	13.4	11.6	13.7
ANXA5	165.7	272.7	323.9
CTSC	134.1	208.7	210.4
EPB41L3	7.1	14.7	12.7
CACFD1	1.2	1.1	1.6
C1orf226	2.7	4.9	3.5
BAIAP2L1	43	39.2	36.5
COL4A1	0.4	0.4	0.8
CCM2L	0.1	0	0
CA13	0.3	0.1	0.2
RNF213	0.9	0.3	0.3
CNKSR3	0.9	0.1	0.1
FOXR1	187.2	32.3	7.7
SCAMP5	0.6	1	2.5
IL1RAP	0.4	0.2	0.7
ELOVL1	100.2	127.7	163.8
PTMS	22.7	15.6	23.5
CDC14B	0.9	0.5	0.8
FAM65B	2.4	1.5	8.4
RBM47	68.4	81.1	72.7
LOC101928103	0.4	0	0.1
GSTP1	3101.7	1698	1140.7
PPM1K	0.3	0.3	0.3
HS6ST2	0.3	2.2	3.4
UBE2J1	2	16.5	21
ARMC9	2.1	3	2.3
FAM46A	7.4	9.6	10.7
NUDT6	6.7	3.7	4.5
HLA-DRB1	0.7	4.8	6.6
TBKBP1	0.7	0.3	0.2
HEG1	1.2	1	2.4
PPARGC1B	8	4.2	2.8
MAP9	0.7	0.9	0.7
DNAJC1	25.4	35.5	30
NEXN	1.9	0.9	0.4
STAT6	0.3	0.4	0.5
CHRNB4	0	0	0
APOA1BP	95.5	102.3	126.2
C1orf21	0.8	1.8	4.1
GNPDA1	101	109.9	70
IPW	2.3	1.6	1.1
AGGF1	7.2	5.8	5.1
ANKRD33B	5.8	4.7	3.3
MSLN	0	0.1	0.1
SLC27A2	6	11.5	12.8
CCS	79	45.5	41.6
TECPR2	1.7	1	1.1
FKBP8	5.3	6.7	6.6
POLR3GL	4.5	1.2	0.8
TEAD3	9.4	15	40.5
GCH1	12.4	71.6	30.4
PFKP	146.7	121	163.3
DLG3	27.2	8.3	4.6
GPX7	0	0.3	0.1
LRP10	5.5	6.8	9.1
ZNF280B	1.3	0.8	0.7
CYP2B6	0	0.1	0.1
ADAMTSL4	2	5	4.6
WNT7A	7.2	9.8	7.5
FUT3	1	0.3	0.2
EFEMP1	0.8	0.6	0.4
HCLS1	15.6	5.5	6.6
ZDHHC16	15.5	14.8	20.8
S100Z	1.3	0.2	0
POLR3G	11.8	13.3	7.8
METTL9	12.7	13.5	15.5
DPYSL3	0.2	0.4	0.4
RGS2	45.8	17.1	11.9
RHPN2	19.2	17.4	13.1
TMEM97	71.8	101.3	82.3
ZNF703	23	6.4	3.5
LINC00458	0.2	1.6	10
MSANTD2	1.8	2.7	2.3
KCTD12	1	2.2	3.3
FAM118A	30.3	30.1	32
TUBBP5	1.2	0.4	0.3
SNUPN	26.1	19.2	15.5
PTRF	17	2	2.3
GLUD2	4.5	2.6	2
BEND3	7	5.9	4.6
IQGAP3	10.6	6.7	4.4
SLC25A16	39.3	17.3	12.2
TP53INP2	3.2	1.1	1.1
HSPB8	30.2	21	51.8
GNPTAB	8.4	4.5	3.7
PTGES2	45.5	20.2	11
DANCR	430.7	661.1	602.8
CYP1A1	5.3	8.9	45.5
JAM3	8.4	7.9	11.4
TXNDC15	6.9	6.7	7.7
SEC63	24.4	17	13.6
GADD45GIP1	128.1	117.9	112.5
PHYHD1	5.1	5.5	3.8
SPINK2	1.8	0.4	0.4
BAIAP2	17.1	35.8	42.9
TTC19	11.6	10.3	7
YES1	12.7	20.2	21
KCNK13	0.2	0.1	0
PCYOX1	19.9	16.9	11.9
CCDC167	92.4	102.3	169.5
FLVCR1	4.5	5.8	4.3
OTX2	24.2	4.4	5.4
HUNK	2.9	3.6	6.4
